"title","rating","duration","certificate","release_date","review_date","reviewer","url","release_year","release_month","sentiment","p_positive","p_negative"
"Get Shorty",4,105,"15","1996-03-15","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/get-shorty/review/",1996,3,"pos",0.69,0.3
"Gettysburg",3,261,"PG","1994-07-08","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/gettysburg/review/",1994,7,"pos",0.5,0.5
"Girls' Night",2,93,"15","1998-06-26","2000-01-01 09:00:00","Caroline Rees"," https://www.empireonline.com/movies/girls-night/review/",1998,6,"neg",0.41,0.58
"Good Burger",1,95,"U","1998-02-13","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/good-burger/review/",1998,2,"pos",0.5,0.49
"Good Will Hunting",5,126,"15","1998-03-06","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/good-will-hunting/review/",1998,3,"pos",0.53,0.46
"Gravesend",4,85,"18","1997-05-15","2000-01-01 09:00:00","Ian Freer"," https://www.empireonline.com/movies/gravesend/review/",1997,5,"pos",0.5,0.5
"Great Expectations",2,110,"15","1998-04-17","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/great-expectations/review/",1998,4,"pos",0.65,0.34
"Green Card",4,107,"12","1991-02-20","2000-01-01 09:00:00","Mat Snow"," https://www.empireonline.com/movies/green-card/review/",1991,2,"neg",0.45,0.54
"Guiltrip",3,90,"15","1996-06-07","2000-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/guiltrip/review/",1996,6,"pos",0.5,0.5
"Guru In Seven",4,109,"18","1998-07-10","2000-01-01 09:00:00","Ali Catterall"," https://www.empireonline.com/movies/guru-seven/review/",1998,7,"neg",0.41,0.58
"Hackers",3,105,"12","1996-05-03","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/hackers/review/",1996,5,"pos",0.5,0.5
"Halloween H20",3,87,"18","1998-10-23","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/halloween-h20/review/",1998,10,"neg",0.11,0.88
"Hana-Bi",4,103,"18","1998-07-24","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/hana-bi/review/",1998,7,"pos",0.5,0.5
"Hard Rain",3,96,"15","1998-04-03","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/hard-rain/review/",1998,4,"neg",0.39,0.6
"Head Above Water",2,110,"15","1997-09-12","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/head-water/review/",1997,9,"pos",0.57,0.42
"Hear My Song",4,103,"15","1992-08-28","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/hear-song/review/",1992,8,"pos",0.62,0.37
"Heat",5,172,"18","1996-02-02","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/heat/review/",1996,2,"pos",0.51,0.48
"Heaven's Prisoners",3,132,"15","1996-06-28","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/heaven-prisoners/review/",1996,6,"pos",0.75,0.24
"Homicide",4,102,"15","1991-08-28","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/homicide/review/",1991,8,"neg",0.4,0.59
"How To Make An American Quilt",4,116,"15","1996-06-14","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/make-american-quilt/review/",1996,6,"pos",0.82,0.17
"Hudson Hawk",3,100,"15","1991-08-21","2000-01-01 09:00:00","Jo Berry"," https://www.empireonline.com/movies/hudson-hawk/review/",1991,8,"neg",0,0.99
"I.Q.",3,96,"U","1995-07-26","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/q/review/",1995,7,"pos",0.5,0.5
"I Went Down",3,106,"15","1998-01-26","2000-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/went/review/",1998,1,"neg",0.47,0.52
"Imaginary Crimes",3,105,"PG","1995-06-02","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/imaginary-crimes/review/",1995,6,"pos",0.59,0.4
"Immortal Beloved",3,120,"15","1995-03-17","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/immortal-beloved/review/",1995,3,"pos",0.73,0.26
"Impromptu",4,107,"12","1991-07-24","2000-01-01 09:00:00","Rob Beattie"," https://www.empireonline.com/movies/impromptu/review/",1991,7,"pos",0.64,0.35
"In The Bleak Midwinter",4,99,"15","1995-12-01","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/bleak-midwinter/review/",1995,12,"pos",0.6,0.39
"In The Company Of Men",4,93,"18","1998-01-30","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/company-men/review/",1998,1,"pos",0.6,0.39
"Incognito",2,108,"15","1997-11-14","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/incognito/review/",1997,11,"pos",0.62,0.37
"Intimate With A Stranger",1,94,"18","1995-08-11","2000-01-01 09:00:00","Caroline Rees"," https://www.empireonline.com/movies/intimate-stranger/review/",1995,8,"pos",0.79,0.2
"Inventing The Abbotts",3,106,"15","1997-11-21","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/inventing-abbotts/review/",1997,11,"pos",0.83,0.16
"Iron Maze",1,92,"15","1991-11-01","2000-01-01 09:00:00","Tom Tunney"," https://www.empireonline.com/movies/iron-maze/review/",1991,11,"pos",0.87,0.13
"It Takes Two",2,100,"PG","1997-05-02","2000-01-01 09:00:00","Paul Merrill"," https://www.empireonline.com/movies/takes-two/review/",1997,5,"pos",0.57,0.42
"It's My Party",2,110,"15","1996-12-23","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/party/review/",1996,12,"pos",0.5,0.5
"Jacob's Ladder",3,113,"18","1991-09-27","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/jacob-ladder/review/",1991,9,"pos",0.5,0.49
"Jade",2,95,"18","1995-11-03","2000-01-01 09:00:00","Jeff Dawson"," https://www.empireonline.com/movies/jade/review/",1995,11,"pos",0.5,0.5
"Jason's Lyric",2,119,"18","1995-07-07","2000-01-01 09:00:00","Steve Beard"," https://www.empireonline.com/movies/jason-lyric/review/",1995,7,"neg",0.27,0.72
"Jefferson In Paris",2,135,"12","1995-06-16","2000-01-01 09:00:00","Philip Thomas"," https://www.empireonline.com/movies/jefferson-paris/review/",1995,6,"pos",0.68,0.31
"Jerry Maguire",5,136,"15","1997-03-07","2000-01-01 09:00:00","Adam Smith"," https://www.empireonline.com/movies/jerry-maguire/review/",1997,3,"pos",0.72,0.27
"Jingle All The Way",1,82,"PG","1996-12-06","2000-01-01 09:00:00","Neil Jeffries"," https://www.empireonline.com/movies/jingle-way/review/",1996,12,"neg",0.23,0.76
"Journey To The Beginning Of The World",3,93,"U","1998-06-19","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/journey-beginning-world/review/",1998,6,"pos",0.78,0.21
"Judge Dredd",2,95,"15","1995-07-21","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/judge-dredd/review/",1995,7,"pos",0.72,0.27
"Julia Has Two Lovers",3,86,"15","1991-03-22","2000-01-01 09:00:00","Robyn Karney"," https://www.empireonline.com/movies/julia-two-lovers/review/",1991,3,"pos",0.63,0.36
"Jungle 2 Jungle",2,105,"PG","1997-05-23","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/jungle-2-jungle/review/",1997,5,"neg",0.3,0.69
"Junior",3,110,"PG","1994-12-09","2000-01-01 09:00:00","Jeff Dawson"," https://www.empireonline.com/movies/junior/review/",1994,12,"pos",0.53,0.46
"Just Cause",2,102,"18","1995-03-31","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/just-cause/review/",1995,3,"neg",0.49,0.5
"Katia Ismailova",1,88,"15","1996-02-02","2000-01-01 09:00:00","Caroline Rees"," https://www.empireonline.com/movies/katia-ismailova/review/",1996,2,"pos",0.5,0.5
"Kids",3,92,"18","1996-05-17","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/kids/review/",1996,5,"pos",0.52,0.47
"Kingpin",3,120,"12","1996-07-12","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/kingpin/review/",1996,7,"pos",0.53,0.46
"Kuhle Wampe",4,84,"PG","1998-10-16","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/kuhle-wampe/review/",1998,10,"pos",0.5,0.5
"Kurt & Courtney",4,93,"18","1998-07-03","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/kurt-courtney/review/",1998,7,"neg",0.28,0.71
"Last Of The Dogmen",2,117,"PG","1996-06-14","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/last-dogmen/review/",1996,6,"pos",0.5,0.49
"Lawn Dogs",3,101,"15","1997-11-21","2000-01-01 09:00:00","Caroline Rees"," https://www.empireonline.com/movies/lawn-dogs/review/",1997,11,"neg",0.35,0.64
"Le Colonel Chabert",3,110,"PG","1995-04-28","2000-01-01 09:00:00","Julie Stevens"," https://www.empireonline.com/movies/le-colonel-chabert/review/",1995,4,"pos",0.51,0.48
"Le Parfum D'Yvonne",3,89,"18","1994-03-23","2000-01-01 09:00:00","Steve Beard"," https://www.empireonline.com/movies/le-parfum-dyvonne/review/",1994,3,"pos",0.5,0.5
"Legends Of the Fall",3,133,"15","1994-04-28","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/legends-fall/review/",1994,4,"neg",0.37,0.62
"Les Apprentis",2,95,"15","1996-07-19","2000-01-01 09:00:00","Julie Stevens"," https://www.empireonline.com/movies/les-apprentis/review/",1996,7,"pos",0.67,0.32
"Les Voleurs",2,118,"18","1998-03-27","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/les-voleurs/review/",1998,3,"pos",0.67,0.32
"Let Him Have It",3,118,"15","1992-07-22","2000-01-01 09:00:00","Phillipa Bloom"," https://www.empireonline.com/movies/let/review/",1992,7,"neg",0.46,0.53
"Lethal Weapon 4",3,128,"15","1998-09-18","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/lethal-weapon-4/review/",1998,9,"neg",0.17,0.82
"Life Is All You Get",3,115,"15","1998-07-17","2000-01-01 09:00:00","Julie Stevens"," https://www.empireonline.com/movies/life-get/review/",1998,7,"pos",0.57,0.42
"Listen Up: The Lives Of Quincy Jones",2,120,"12","1990-10-05","2000-01-01 09:00:00","Mat Snow"," https://www.empireonline.com/movies/listen-lives-quincy-jones/review/",1990,10,"pos",0.94,0.05
"Little Big League",2,120,"PG","1995-04-07","2000-01-01 09:00:00","Paul Merrill"," https://www.empireonline.com/movies/little-big-league/review/",1995,4,"neg",0.41,0.58
"Lolita",4,137,"18","1998-05-01","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/lolita/review/",1998,5,"neg",0.38,0.61
"Lost In Siberia",3,108,"15","1991-09-08","2000-01-01 09:00:00","Phillipa Bloom"," https://www.empireonline.com/movies/lost-siberia/review/",1991,9,"pos",0.5,0.49
"Love And Other Catastrophes",4,76,"15","1997-04-25","2000-01-01 09:00:00","Giala Murray"," https://www.empireonline.com/movies/love-catastrophes/review/",1997,4,"pos",0.9,0.09
"Love Jones",3,109,"15","1997-06-27","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/love-jones/review/",1997,6,"pos",0.51,0.48
"Lucie Aubrac",2,116,"12","1998-01-23","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/lucie-aubrac/review/",1998,1,"neg",0.24,0.75
"Macbeth",1,150,"12","1997-01-01","2000-01-01 09:00:00","Giala Murray"," https://www.empireonline.com/movies/macbeth/review/",1997,1,"neg",0.24,0.75
"Mad Dogs And Englishmen",1,97,"18","1995-06-02","2000-01-01 09:00:00","Jack Fante"," https://www.empireonline.com/movies/mad-dogs-englishmen/review/",1995,6,"neg",0.46,0.53
"Madagascar Skin",3,93,"15","1996-01-26","2000-01-01 09:00:00","Louise Brealey"," https://www.empireonline.com/movies/madagascar-skin/review/",1996,1,"neg",0.44,0.55
"Madame Butterfly",2,135,"PG","1997-06-20","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/madame-butterfly/review/",1997,6,"neg",0.16,0.83
"Madhouse",2,90,"15","1990-02-16","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/madhouse/review/",1990,2,"pos",0.5,0.5
"Maniac Cop 2",2,88,"18","1990-07-18","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/maniac-cop-2/review/",1990,7,"neg",0.2,0.79
"Merci La Vie",3,104,"18","1991-03-13","2000-01-01 09:00:00","Phillipa Bloom"," https://www.empireonline.com/movies/merci-la-vie/review/",1991,3,"pos",0.5,0.5
"Mermaids",3,110,"15","1991-05-15","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/mermaids/review/",1991,5,"pos",0.5,0.5
"Mighty Aphrodite",3,90,"15","1996-04-12","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/mighty-aphrodite/review/",1996,4,"pos",0.76,0.23
"Mighty Morphin Power Rangers: The Movie",2,95,"PG","1995-07-21","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/mighty-morphin-power-rangers-movie/review/",1995,7,"pos",0.65,0.34
"Milk Money",1,109,"12","1995-01-11","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/milk-money/review/",1995,1,"neg",0.43,0.56
"Mission Impossible",4,110,"PG","1996-07-05","2000-01-01 09:00:00","Mark Salisbury"," https://www.empireonline.com/movies/mission-impossible/review/",1996,7,"neg",0.37,0.62
"Moll Flanders",2,123,"12","1997-05-23","2000-01-01 09:00:00","Deborah Brown"," https://www.empireonline.com/movies/moll-flanders/review/",1997,5,"pos",0.62,0.37
"Mon Homme",3,98,"18","1997-05-23","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/mon-homme/review/",1997,5,"neg",0.43,0.56
"Moonlight And Valentino",3,104,"15","1996-06-28","2000-01-01 09:00:00","Deborah Brown"," https://www.empireonline.com/movies/moonlight-valentino/review/",1996,6,"pos",0.75,0.24
"Mortal Kombat: Annihilation",1,94,"15","1998-02-13","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/mortal-kombat-annihilation/review/",1998,2,"neg",0.13,0.86
"Mouse Hunt",4,98,"PG","1998-04-03","2000-01-01 09:00:00","Giala Murray"," https://www.empireonline.com/movies/mouse-hunt/review/",1998,4,"pos",0.59,0.4
"Mr. Holland's Opus",3,140,"PG","1996-05-10","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/mr-holland-opus/review/",1996,5,"neg",0.36,0.63
"Mister Johnson",1,102,"12","1991-03-13","2000-01-01 09:00:00","Tom Tunney"," https://www.empireonline.com/movies/mister-johnson/review/",1991,3,"pos",0.72,0.27
"Mr. Magoo",1,87,"PG","1998-05-22","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/mr-magoo/review/",1998,5,"neg",0.16,0.83
"Mrs. Dalloway",3,97,"PG","1998-03-06","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/mrs-dalloway/review/",1998,3,"pos",0.74,0.25
"Murder In The First",3,123,"15","1995-12-01","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/murder-first/review/",1995,12,"pos",0.54,0.45
"Mute Witness",3,96,"18","1996-01-19","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/mute-witness/review/",1996,1,"pos",0.56,0.43
"My Best Friend's Wedding",3,112,"12","1997-09-19","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/best-friend-wedding/review/",1997,9,"pos",0.56,0.43
"My Crazy Life",2,92,"15","1993-01-01","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/crazy-life/review/",1993,1,"pos",0.55,0.44
"My Father's Glory",3,105,"U","1990-08-29","2000-01-01 09:00:00","Robyn Karney"," https://www.empireonline.com/movies/father-glory/review/",1990,8,"pos",0.63,0.36
"Narrow Margin",3,97,"15","1991-01-25","2000-01-01 09:00:00","Tom Tunney"," https://www.empireonline.com/movies/narrow-margin/review/",1991,1,"neg",0.27,0.72
"Natural Born Killers",4,119,"18","1995-02-24","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/natural-born-killers/review/",1995,2,"pos",0.83,0.16
"Nell",2,113,"12","1995-03-10","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/nell/review/",1995,3,"neg",0.35,0.64
"Nelly And Mr. Arnaud",3,105,"PG","1995-10-18","2000-01-01 09:00:00","Julie Stevens"," https://www.empireonline.com/movies/nelly-mr-arnaud/review/",1995,10,"pos",0.5,0.5
"New Jack City",2,97,"18","1991-07-10","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/new-jack-city/review/",1991,7,"pos",0.57,0.42
"Paris Trout",3,100,"18","1991-11-20","2000-01-01 09:00:00","Graeme Kay"," https://www.empireonline.com/movies/paris-trout/review/",1991,11,"neg",0.15,0.84
"Paws",3,83,"U","1998-02-13","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/paws/review/",1998,2,"neg",0.37,0.62
"Perfectly Normal",3,105,"15","1991-04-01","2000-01-01 09:00:00","Mat Snow"," https://www.empireonline.com/movies/perfectly-normal/review/",1991,4,"pos",0.87,0.12
"Photographing Fairies",4,96,"15","1997-09-19","2000-01-01 09:00:00","Deborah Brown"," https://www.empireonline.com/movies/photographing-fairies/review/",1997,9,"neg",0.24,0.75
"Picture Perfect",2,105,"12","1998-01-09","2000-01-01 09:00:00","Adam Smith"," https://www.empireonline.com/movies/picture-perfect/review/",1998,1,"pos",0.76,0.23
"Point Blank",5,92,"18","1998-06-19","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/point-blank/review/",1998,6,"neg",0.39,0.6
"Poison",1,86,"18","1991-11-27","2000-01-01 09:00:00","Mat Snow"," https://www.empireonline.com/movies/poison/review/",1991,11,"neg",0.26,0.73
"Prisoner Of The Mountains",3,95,"15","1998-02-20","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/prisoner-mountains/review/",1998,2,"pos",0.72,0.27
"Problem Child 2",1,90,"PG","1991-07-03","2000-01-01 09:00:00","Mark Salisbury"," https://www.empireonline.com/movies/problem-child-2/review/",1991,7,"neg",0.49,0.5
"Pump Up The Volume",3,100,"15","1990-12-05","2000-01-01 09:00:00","Lloyd Bradley"," https://www.empireonline.com/movies/pump-volume/review/",1990,12,"neg",0.11,0.88
"Quiz Show",5,133,"15","1995-03-17","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/quiz-show/review/",1995,3,"pos",0.64,0.35
"Raise The Red Lantern",4,120,"PG","1992-03-13","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/raise-red-lantern/review/",1992,3,"pos",0.57,0.42
"Red Corner",2,122,"15","1998-06-05","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/red-corner/review/",1998,6,"neg",0.45,0.54
"Restoration",3,118,"15","1996-03-08","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/restoration/review/",1996,3,"pos",0.7,0.3
"Rock-a-Doodle",3,74,"U","1992-06-24","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/rock-doodle/review/",1992,6,"pos",0.5,0.5
"Rothchild's Violin",2,101,"PG","1998-02-20","2000-01-01 09:00:00","Jake Hamilton"," https://www.empireonline.com/movies/rothchild-violin/review/",1998,2,"pos",0.71,0.28
"Rough Diamonds",2,90,"PG","1995-01-20","2000-01-01 09:00:00","Philip Kemp"," https://www.empireonline.com/movies/rough-diamonds/review/",1995,1,"pos",0.62,0.37
"Rough Magic",3,104,"12","1996-04-26","2000-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/rough-magic/review/",1996,4,"pos",0.7,0.29
"Sabrina",3,120,"12","1996-01-26","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/sabrina/review/",1996,1,"neg",0.3,0.7
"Safe Passage",3,98,"15","1995-08-25","2000-01-01 09:00:00","Louise Brealey"," https://www.empireonline.com/movies/safe-passage/review/",1995,8,"pos",0.85,0.14
"Screamers",3,108,"18","1996-06-28","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/screamers/review/",1996,6,"pos",0.62,0.37
"Select Hotel",3,82,"18","1997-02-19","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/select-hotel/review/",1997,2,"pos",0.59,0.4
"Shadow Conspiracy",2,103,"15","1997-06-13","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/shadow-conspiracy/review/",1997,6,"neg",0.42,0.57
"Shallow Grave",5,94,"18","1995-04-19","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/shallow-grave/review/",1995,4,"neg",0.4,0.59
"Shine",5,105,"12","1997-01-03","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/shine/review/",1997,1,"pos",0.77,0.22
"Shooting Fish",4,104,"12","1997-10-17","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/shooting-fish/review/",1997,10,"neg",0.44,0.55
"Short Time",2,97,"12","1990-05-04","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/short-time/review/",1990,5,"pos",0.54,0.45
"Showgirls",1,131,"18","1996-01-12","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/showgirls/review/",1996,1,"neg",0.26,0.74
"Sister My Sister",2,89,"18","1995-12-01","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/sister-sister/review/",1995,12,"pos",0.62,0.37
"Six Days Seven Nights",3,101,"12","1998-07-03","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/six-days-seven-nights/review/",1998,7,"pos",0.72,0.27
"Slab Boys",2,97,"15","1997-08-29","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/slab-boys/review/",1997,8,"neg",0.23,0.76
"Sliding Doors",3,99,"15","1998-05-01","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/sliding-doors/review/",1998,5,"pos",0.81,0.18
"Smoke",5,108,"15","1996-04-17","2000-01-01 09:00:00","Neil Jeffries"," https://www.empireonline.com/movies/smoke/review/",1996,4,"neg",0.46,0.54
"Snow White: A Tale Of Terror",3,100,"15","1997-10-31","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/snow-white-tale-terror/review/",1997,10,"pos",0.87,0.12
"Some Mother's Son",2,112,"15","1997-01-10","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/mother-son-2/review/",1997,1,"pos",0.66,0.33
"Soul Food",3,115,"15","1998-06-12","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/soul-food/review/",1998,6,"pos",0.6,0.39
"Space Jam",4,87,"U","1997-03-21","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/space-jam/review/",1997,3,"pos",0.67,0.32
"Space Truckers",3,97,"12","1997-05-23","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/space-truckers/review/",1997,5,"neg",0.16,0.83
"Speed 2: Cruise Control",3,125,"15","1997-08-15","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/speed-2-cruise-control/review/",1997,8,"neg",0.4,0.59
"Stargate",3,122,"PG","1995-01-06","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/stargate/review/",1995,1,"pos",0.61,0.38
"Streetfighter",1,100,"12","1995-04-12","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/streetfighter/review/",1995,4,"neg",0.24,0.75
"Suite 16",3,106,"18","1995-08-18","2000-01-01 09:00:00","Paul Merrill"," https://www.empireonline.com/movies/suite-16/review/",1995,8,"pos",0.77,0.22
"Suture",4,96,"18","1995-01-20","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/suture/review/",1995,1,"pos",0.87,0.12
"Switch",2,102,"15","1991-06-19","2000-01-01 09:00:00","Andy Klein"," https://www.empireonline.com/movies/switch/review/",1991,6,"pos",0.54,0.45
"Tank Girl",3,104,"15","1995-06-23","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/tank-girl/review/",1995,6,"neg",0.35,0.64
"Teen Agent",1,89,"PG","1991-06-07","2000-01-01 09:00:00","Rob Beattie"," https://www.empireonline.com/movies/teen-agent/review/",1991,6,"neg",0.43,0.56
"Teenage Mutant Ninja Turtles",4,93,"PG","1990-11-28","2000-01-01 09:00:00","Lloyd Bradley"," https://www.empireonline.com/movies/teenage-mutant-ninja-turtles/review/",1990,11,"neg",0.45,0.54
"The Adventures Of Priscilla Queen Of The Desert",3,104,"15","1995-01-04","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/adventures-priscilla-queen-desert/review/",1995,1,"neg",0.29,0.7
"The Big Steal",3,97,"15","1991-07-11","2000-01-01 09:00:00","Rob Beattie"," https://www.empireonline.com/movies/big-steal/review/",1991,7,"neg",0.43,0.56
"The Big Swap",2,122,"18","1998-06-12","2000-01-01 09:00:00","Jessica Mellor"," https://www.empireonline.com/movies/big-swap/review/",1998,6,"neg",0.22,0.77
"The Birdcage",3,119,"15","1996-04-26","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/birdcage/review/",1996,4,"pos",0.64,0.35
"The Borrowers",3,86,"PG","1997-12-05","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/borrowers/review/",1997,12,"pos",0.75,0.24
"The Boy From Mercury",3,87,"PG","1997-03-28","2000-01-01 09:00:00","Caroline Rees"," https://www.empireonline.com/movies/boy-mercury/review/",1997,3,"pos",0.57,0.42
"The Brady Bunch Movie",4,98,"12","1995-06-09","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/brady-bunch-movie/review/",1995,6,"neg",0.35,0.64
"The Chamber",2,115,"15","1997-06-20","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/chamber/review/",1997,6,"pos",0.72,0.27
"The City Of Lost Children",5,112,"15","1995-09-01","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/city-lost-children/review/",1995,9,"pos",0.59,0.4
"The Client",4,121,"15","1994-10-21","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/client/review/",1994,10,"pos",0.5,0.49
"The Evening Star",2,129,"12","1997-03-14","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/evening-star/review/",1997,3,"pos",0.54,0.45
"The Field",4,110,"12","1991-06-06","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/field/review/",1991,6,"pos",0.56,0.43
"The Garden",2,92,"15","1990-10-25","2000-01-01 09:00:00","Lola Borg"," https://www.empireonline.com/movies/garden/review/",1990,10,"pos",0.5,0.49
"The Ghost And The Darkness",3,110,"15","1997-01-17","2000-01-01 09:00:00","Neil Jeffries"," https://www.empireonline.com/movies/ghost-darkness/review/",1997,1,"pos",0.56,0.43
"Ghost In The Shell",4,85,"15","1997-01-29","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/ghost-shell/review/",1997,1,"pos",0.5,0.49
"The Girl With Brains In Her Feet",2,98,"15","1998-06-12","2000-01-01 09:00:00","Giala Murray"," https://www.empireonline.com/movies/girl-brains-feet/review/",1998,6,"neg",0.45,0.54
