"Creditability","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex...Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
1,2,36,3,"Business",9857,2,"Less than 7 year",1,"Male married/widowed",1,3,2,"Thirties",3,"Rent",2,"Unskilled",2,2,1
1,4,6,4,"New Car",362,2,"Less than 4 year",4,"Male single",1,4,3,"Fifties",3,"Rent",2,"Unskilled",1,1,1
1,4,12,4,"Furniture Or Equipment",1935,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Forties",3,"Rent",3,"Skilled employee",1,2,1
1,4,48,2,"Radio or Television",10222,5,"Less than 7 year",4,"Male married/widowed",1,3,3,"Thirties",2,"Rent",1,"Skilled employee",1,2,1
1,3,12,2,"New Car",1330,1,"Less than 1 year",4,"Male married/widowed",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,36,2,"Education",9055,5,"Less than 4 year",2,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Unskilled",2,2,1
1,2,26,2,"Used Car",7966,1,"Less than 1 year",2,"Male married/widowed",1,3,3,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,2,30,1,"Furniture Or Equipment",3496,4,"Less than 4 year",4,"Male married/widowed",1,2,3,"Thirties",2,"Rent",1,"Skilled employee",2,2,1
1,2,36,2,"Used Car",6948,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Thirties",3,"For free",1,"Highly qualified employee",1,2,1
1,2,48,0,"Business",12204,5,"Less than 4 year",2,"Male married/widowed",1,2,3,"Forties",1,"Rent",1,"Highly qualified employee",1,2,1
0,1,36,2,"Furniture Or Equipment",3446,1,"Over 7 years",4,"Male married/widowed",1,2,3,"Forties",3,"Rent",1,"Skilled employee",2,1,1
0,1,12,2,"Education",684,1,"Less than 4 year",4,"Male married/widowed",1,4,3,"Forties",3,"For free",1,"Unskilled",2,1,1
0,1,33,4,"Furniture Or Equipment",4281,3,"Less than 4 year",1,"Male single",1,4,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,1,42,2,"Radio or Television",7174,5,"Less than 7 year",4,"Male single",1,3,3,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
0,1,24,1,"Radio or Television",1546,1,"Less than 7 year",4,"Male married/widowed",3,4,3,"Twenties",1,"For free",1,"Unskilled",1,1,1
0,1,24,2,"Furniture Or Equipment",2359,2,"Unemployed",1,"Male Divorced",1,1,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,4,24,2,"Radio or Television",3621,2,"Over 7 years",2,"Male married/widowed",1,4,3,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
0,1,12,2,"Domestic Appliances",741,2,"Unemployed",4,"Male single",1,3,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,12,2,"Furniture Or Equipment",7865,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Fifties",3,"Own",1,"Highly qualified employee",1,2,1
1,1,24,2,"Used Car",2910,1,"Less than 7 year",2,"Male married/widowed",1,1,4,"Thirties",3,"Own",1,"Highly qualified employee",1,2,1
1,1,18,4,"New Car",5302,1,"Over 7 years",2,"Male married/widowed",1,4,4,"Thirties",3,"Own",3,"Highly qualified employee",1,2,1
1,1,36,2,"Furniture Or Equipment",3620,1,"Less than 4 year",1,"Male married/widowed",3,2,2,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
1,1,18,2,"Radio or Television",3509,1,"Less than 7 year",4,"Male single",3,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,12,2,"Furniture Or Equipment",3017,1,"Less than 1 year",3,"Male single",1,1,1,"Thirties",3,"For free",1,"Highly qualified employee",1,1,1
1,1,12,2,"Furniture Or Equipment",1657,1,"Less than 4 year",2,"Male married/widowed",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,1,8,4,"Others",1164,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Fifties",1,"Own",2,"Highly qualified employee",2,2,1
0,1,36,4,"Furniture Or Equipment",6229,1,"Less than 1 year",4,"Male single",2,4,4,"Twenties",3,"For free",2,"Unskilled",1,2,1
0,1,24,1,"New Car",1193,1,"Unemployed",1,"Male single",2,4,4,"Twenties",3,"For free",2,"Unemployed/unskilled",1,1,1
1,1,30,0,"Furniture Or Equipment",4583,1,"Less than 4 year",2,"Male Divorced",3,2,1,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,1,36,4,"Furniture Or Equipment",5371,1,"Less than 4 year",3,"Male married/widowed",3,2,2,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,1,12,2,"Furniture Or Equipment",708,1,"Less than 4 year",2,"Male married/widowed",3,3,2,"Thirties",3,"Rent",1,"Unskilled",2,1,1
1,1,21,4,"New Car",571,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Sixties",3,"Rent",2,"Skilled employee",1,1,1
1,1,30,2,"Radio or Television",2522,1,"Over 7 years",1,"Male married/widowed",3,3,2,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
0,1,36,2,"Furniture Or Equipment",5179,1,"Less than 7 year",4,"Male married/widowed",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,36,2,"Used Car",8229,1,"Less than 4 year",2,"Male married/widowed",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",2,1,1
1,4,24,4,"Furniture Or Equipment",2028,1,"Less than 7 year",2,"Male married/widowed",1,2,2,"Thirties",3,"Rent",2,"Unskilled",1,1,1
1,1,6,2,"New Car",1374,5,"Unemployed",4,"Male single",1,3,2,"Over Seventy",3,"Rent",1,"Highly qualified employee",1,2,1
1,1,12,2,"Furniture Or Equipment",1289,1,"Less than 4 year",4,"Male married/widowed",3,1,2,"Twenties",3,"Rent",1,"Unskilled",1,1,1
0,1,36,2,"Furniture Or Equipment",2712,1,"Over 7 years",2,"Male married/widowed",1,2,2,"Forties",1,"Rent",1,"Skilled employee",2,1,1
1,1,15,4,"Furniture Or Equipment",975,1,"Less than 4 year",2,"Male Divorced",1,3,2,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,2,6,3,"Furniture Or Equipment",1050,1,"Unemployed",4,"Male married/widowed",1,1,2,"Thirties",2,"Rent",2,"Highly qualified employee",1,2,2
1,1,6,4,"New Car",609,1,"Less than 7 year",4,"Male single",1,3,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,1,48,2,"Used Car",4788,1,"Less than 7 year",4,"Male married/widowed",1,3,2,"Twenties",3,"Rent",1,"Skilled employee",2,1,1
1,2,24,2,"Furniture Or Equipment",3069,2,"Over 7 years",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",1,1,1
0,2,12,2,"New Car",836,2,"Less than 1 year",4,"Male single",1,2,2,"Twenties",1,"Rent",1,"Unskilled",1,1,1
1,1,12,2,"Furniture Or Equipment",2577,1,"Less than 4 year",2,"Male Divorced",1,1,3,"Forties",3,"Rent",1,"Skilled employee",1,1,1
1,1,12,2,"Furniture Or Equipment",1620,1,"Less than 4 year",2,"Male single",2,3,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,1,15,2,"Furniture Or Equipment",1845,1,"Less than 1 year",4,"Male single",3,1,2,"Forties",3,"For free",1,"Skilled employee",1,1,1
1,1,24,2,"Used Car",6579,1,"Unemployed",4,"Male married/widowed",1,2,4,"Twenties",3,"Own",1,"Highly qualified employee",1,2,1
1,1,12,2,"New Car",1893,1,"Less than 4 year",4,"Male single",3,4,2,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,1,30,4,"Used Car",10623,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Thirties",3,"Own",3,"Highly qualified employee",2,2,1
1,1,18,2,"New Car",2249,2,"Less than 7 year",4,"Male married/widowed",1,3,3,"Thirties",3,"Rent",1,"Highly qualified employee",2,2,1
0,1,30,2,"Furniture Or Equipment",3108,1,"Less than 1 year",2,"Male Divorced",1,4,2,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,2,12,4,"New Car",958,1,"Less than 7 year",2,"Male married/widowed",1,3,1,"Forties",3,"Rent",2,"Unskilled",2,1,1
1,4,24,2,"Used Car",9277,5,"Less than 4 year",2,"Male Divorced",1,4,4,"Forties",3,"Own",1,"Skilled employee",1,2,1
1,4,24,4,"Others",6314,1,"Unemployed",4,"Male married/widowed",2,2,4,"Twenties",1,"Rent",2,"Highly qualified employee",1,2,1
1,1,12,4,"Used Car",1526,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Sixties",3,"Own",2,"Highly qualified employee",1,1,1
1,1,12,2,"Furniture Or Equipment",3590,1,"Less than 4 year",2,"Male married/widowed",2,2,2,"Twenties",3,"Rent",1,"Unskilled",2,1,1
1,1,24,4,"Used Car",6615,1,"Unemployed",2,"Male married/widowed",1,4,4,"Over Seventy",3,"Own",2,"Highly qualified employee",1,2,1
1,1,6,4,"Furniture Or Equipment",1872,1,"Unemployed",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",3,"Highly qualified employee",1,2,1
1,4,12,2,"New Car",2859,5,"Unemployed",4,"Male married/widowed",1,4,4,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,18,4,"Radio or Television",1582,4,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",3,"Rent",2,"Skilled employee",1,1,1
1,4,6,2,"Retraining",1238,5,"Unemployed",4,"Male married/widowed",1,4,2,"Thirties",3,"Rent",1,"Highly qualified employee",2,2,1
1,1,12,2,"Furniture Or Equipment",2578,1,"Unemployed",3,"Male single",1,4,4,"Fifties",3,"Own",1,"Highly qualified employee",1,1,1
1,1,15,4,"Furniture Or Equipment",1433,1,"Less than 4 year",4,"Male single",1,3,2,"Twenties",3,"For free",2,"Skilled employee",1,1,1
1,1,42,2,"Furniture Or Equipment",7882,1,"Less than 7 year",2,"Male married/widowed",3,4,2,"Forties",3,"Own",1,"Skilled employee",2,1,1
1,1,24,2,"Furniture Or Equipment",4169,1,"Less than 4 year",4,"Male married/widowed",1,4,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,1,36,2,"Furniture Or Equipment",3959,1,"Unemployed",4,"Male married/widowed",1,3,2,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,1,36,2,"New Car",3249,1,"Less than 7 year",2,"Male married/widowed",1,4,4,"Thirties",1,"Own",1,"Highly qualified employee",2,2,1
1,1,24,2,"Furniture Or Equipment",3149,1,"Less than 1 year",4,"Male married/widowed",1,1,4,"Twenties",1,"Own",1,"Skilled employee",1,1,1
0,1,12,4,"Furniture Or Equipment",2246,1,"Over 7 years",3,"Male married/widowed",1,3,2,"Sixties",3,"Rent",2,"Skilled employee",1,1,1
1,1,13,4,"Business",1797,1,"Less than 1 year",3,"Male married/widowed",1,1,2,"Twenties",1,"Rent",2,"Unskilled",1,1,1
1,1,20,4,"Furniture Or Equipment",4272,1,"Over 7 years",1,"Male single",1,4,2,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,1,24,4,"Used Car",2957,1,"Over 7 years",4,"Male married/widowed",1,4,2,"Sixties",3,"Rent",2,"Skilled employee",1,2,1
1,1,36,4,"Furniture Or Equipment",2348,1,"Less than 4 year",3,"Female",1,2,2,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,3,42,0,"Business",6289,1,"Less than 1 year",2,"Male Divorced",1,1,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,1,24,4,"Used Car",6419,1,"Over 7 years",2,"Male single",1,4,4,"Forties",3,"Own",2,"Highly qualified employee",2,2,1
0,1,48,4,"Used Car",6143,1,"Over 7 years",4,"Male single",1,4,4,"Fifties",2,"Own",2,"Unskilled",1,1,1
1,4,24,4,"Education",1597,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Fifties",3,"Own",2,"Skilled employee",2,1,1
1,1,36,2,"Others",15857,1,"Unemployed",2,"Male Divorced",2,3,3,"Forties",3,"Rent",1,"Highly qualified employee",1,1,1
1,4,24,4,"Radio or Television",2223,2,"Over 7 years",4,"Male married/widowed",1,4,2,"Fifties",1,"Rent",2,"Skilled employee",1,1,1
1,4,48,3,"Radio or Television",7238,5,"Over 7 years",3,"Male married/widowed",1,3,3,"Thirties",1,"Rent",2,"Skilled employee",2,1,1
1,2,30,3,"Business",2503,2,"Over 7 years",4,"Male married/widowed",1,2,2,"Forties",2,"Rent",2,"Skilled employee",1,1,1
1,2,18,2,"Business",2622,2,"Less than 4 year",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,2,24,2,"Furniture Or Equipment",4351,5,"Less than 4 year",1,"Male single",1,4,2,"Forties",3,"Rent",1,"Unskilled",1,2,1
1,2,6,2,"Radio or Television",368,5,"Over 7 years",4,"Male married/widowed",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,2,12,2,"Retraining",754,5,"Over 7 years",4,"Male married/widowed",1,4,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,24,4,"Radio or Television",2424,5,"Over 7 years",4,"Male married/widowed",1,4,2,"Fifties",3,"Rent",2,"Skilled employee",1,1,1
1,2,48,3,"Business",6681,5,"Less than 4 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",2,2,1
1,2,18,3,"Business",2427,5,"Over 7 years",4,"Male married/widowed",1,2,2,"Forties",3,"Rent",2,"Skilled employee",1,1,1
0,2,24,4,"Radio or Television",1216,2,"Less than 1 year",4,"Male married/widowed",1,4,4,"Thirties",1,"Rent",2,"Skilled employee",2,1,1
1,2,6,2,"Radio or Television",753,1,"Less than 4 year",2,"Male single",3,3,1,"Sixties",3,"Rent",1,"Skilled employee",1,1,1
1,2,7,2,"Radio or Television",2576,1,"Less than 4 year",2,"Male married/widowed",3,2,1,"Thirties",3,"Rent",1,"Skilled employee",1,1,2
1,2,6,2,"Radio or Television",590,1,"Less than 1 year",3,"Female",1,3,1,"Twenties",3,"Rent",1,"Unskilled",1,1,2
1,2,8,2,"Radio or Television",1414,1,"Less than 4 year",4,"Male married/widowed",3,2,1,"Thirties",3,"Rent",1,"Skilled employee",1,1,2
1,2,12,2,"Radio or Television",1103,1,"Less than 7 year",4,"Male married/widowed",3,3,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,2,12,3,"Radio or Television",585,1,"Less than 4 year",4,"Female",2,4,1,"under 20",3,"For free",2,"Skilled employee",1,1,1
1,2,6,2,"Radio or Television",1068,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",2,1,1
1,1,8,4,"New Car",713,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Forties",3,"Rent",2,"Unskilled",1,1,1
1,2,12,2,"Radio or Television",1092,1,"Less than 4 year",4,"Male single",3,4,1,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,2,7,2,"Radio or Television",2329,1,"Less than 1 year",1,"Male single",3,1,1,"Forties",3,"Rent",1,"Skilled employee",1,1,1
1,2,13,4,"Radio or Television",882,1,"Less than 1 year",4,"Male married/widowed",3,4,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,2,18,2,"Radio or Television",866,1,"Less than 4 year",4,"Female",3,2,1,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,2,7,2,"Radio or Television",2415,1,"Less than 4 year",3,"Male married/widowed",3,2,1,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,2,13,2,"Radio or Television",2101,1,"Less than 1 year",2,"Male single",3,4,2,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,2,18,2,"Radio or Television",1301,1,"Over 7 years",4,"Female",3,2,1,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,2,18,2,"Radio or Television",1113,1,"Less than 4 year",4,"Male single",3,4,1,"Twenties",3,"Rent",1,"Unskilled",2,1,1
1,2,8,2,"Radio or Television",760,1,"Less than 7 year",4,"Male single",3,2,1,"Forties",3,"Rent",1,"Unskilled",1,1,1
1,2,12,2,"Radio or Television",625,1,"Less than 1 year",4,"Female",3,1,1,"Twenties",1,"Rent",1,"Unskilled",1,1,1
1,3,6,4,"New Car",1323,2,"Over 7 years",2,"Male Divorced",1,4,3,"Twenties",3,"Rent",2,"Skilled employee",2,2,1
1,1,9,4,"Radio or Television",1138,1,"Less than 4 year",4,"Male married/widowed",1,4,1,"Twenties",3,"Rent",2,"Unskilled",1,1,1
1,2,18,4,"Radio or Television",1795,1,"Over 7 years",3,"Male single",3,4,1,"Forties",1,"For free",2,"Unskilled",1,2,1
1,2,15,4,"Radio or Television",2728,5,"Less than 7 year",4,"Male married/widowed",3,2,1,"Thirties",1,"Rent",3,"Skilled employee",1,2,1
1,2,6,2,"Radio or Television",484,1,"Less than 7 year",3,"Female",3,3,1,"Twenties",1,"Rent",1,"Unskilled",1,1,1
1,2,10,1,"Radio or Television",1048,1,"Less than 4 year",4,"Male married/widowed",1,4,1,"Twenties",2,"Rent",1,"Unskilled",1,1,1
1,2,12,2,"Radio or Television",1155,1,"Over 7 years",3,"Female",3,3,1,"Forties",1,"Rent",2,"Unskilled",1,1,1
1,2,20,3,"Used Car",7057,5,"Less than 7 year",3,"Male married/widowed",1,4,2,"Thirties",1,"For free",2,"Highly qualified employee",2,2,1
1,2,15,4,"Radio or Television",1537,5,"Over 7 years",4,"Male married/widowed",3,4,1,"Fifties",3,"Rent",2,"Skilled employee",1,2,1
1,1,12,2,"Radio or Television",2214,1,"Less than 4 year",4,"Male married/widowed",1,3,2,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,4,24,4,"Furniture Or Equipment",1585,1,"Less than 7 year",4,"Male married/widowed",1,3,2,"Forties",3,"Rent",2,"Skilled employee",1,1,1
1,2,10,2,"Furniture Or Equipment",1521,1,"Less than 4 year",4,"Male Divorced",1,2,3,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,2,36,1,"Domestic Appliances",3990,5,"Less than 1 year",3,"Male single",1,2,4,"Twenties",1,"Rent",1,"Unemployed/unskilled",1,1,1
1,3,18,2,"Furniture Or Equipment",3049,1,"Less than 1 year",1,"Male single",1,1,2,"Forties",2,"Rent",1,"Unskilled",1,1,1
0,1,24,2,"Radio or Television",1282,2,"Less than 4 year",4,"Male single",1,2,3,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,4,60,2,"Radio or Television",10144,2,"Less than 7 year",2,"Male single",1,4,1,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,1,12,2,"New Car",1168,1,"Less than 4 year",4,"Female",1,3,1,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,2,6,2,"Repairs",454,1,"Less than 1 year",3,"Female",1,1,2,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,4,15,3,"Used Car",3594,1,"Less than 1 year",1,"Male single",1,2,2,"Forties",3,"Rent",2,"Unskilled",1,1,1
1,4,12,2,"Furniture Or Equipment",1768,1,"Less than 4 year",3,"Male married/widowed",1,2,1,"Twenties",3,"For free",1,"Unskilled",1,1,1
1,4,60,3,"Radio or Television",15653,1,"Less than 7 year",2,"Male married/widowed",1,4,3,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
1,3,12,3,"New Car",2247,1,"Less than 4 year",2,"Male single",1,2,3,"Thirties",2,"Rent",2,"Skilled employee",1,2,1
1,4,24,2,"Radio or Television",1413,1,"Less than 4 year",4,"Female",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,45,4,"Used Car",4576,2,"Unemployed",3,"Male married/widowed",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,1,24,4,"Radio or Television",1231,4,"Over 7 years",4,"Male single",1,4,2,"Fifties",3,"For free",2,"Highly qualified employee",1,2,1
0,1,36,2,"Used Car",8335,5,"Over 7 years",3,"Male married/widowed",1,4,4,"Forties",3,"Own",1,"Skilled employee",1,1,1
1,2,36,4,"Used Car",5800,1,"Less than 4 year",3,"Male married/widowed",1,4,3,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,1,18,3,"Education",8471,5,"Less than 4 year",1,"Male single",1,2,3,"Twenties",3,"For free",2,"Skilled employee",1,2,1
1,1,30,2,"Furniture Or Equipment",3622,4,"Over 7 years",4,"Male single",1,4,2,"Fifties",3,"For free",2,"Skilled employee",1,2,1
1,1,6,4,"Radio or Television",1169,5,"Over 7 years",4,"Male married/widowed",1,4,1,"Sixties",3,"Rent",2,"Skilled employee",1,2,1
1,4,15,2,"Domestic Appliances",1262,3,"Less than 7 year",4,"Male married/widowed",1,3,2,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,3,24,4,"Furniture Or Equipment",3617,5,"Over 7 years",4,"Male married/widowed",2,4,4,"under 20",3,"For free",2,"Skilled employee",1,1,1
1,2,30,4,"New Car",2181,5,"Over 7 years",4,"Male married/widowed",1,4,1,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
0,1,48,1,"Business",7685,1,"Less than 7 year",2,"Male single",3,4,3,"Thirties",3,"For free",1,"Skilled employee",1,1,1
1,4,48,4,"Education",6110,1,"Less than 4 year",1,"Male married/widowed",1,3,4,"Thirties",1,"Own",1,"Skilled employee",1,2,1
1,4,24,2,"New Car",3757,1,"Over 7 years",4,"Male single",2,4,4,"Sixties",3,"Own",1,"Skilled employee",1,2,1
1,1,42,4,"Repairs",3394,1,"Unemployed",4,"Male married/widowed",2,4,3,"Sixties",3,"Rent",2,"Unemployed/unskilled",1,1,1
1,4,36,4,"Business",6304,5,"Over 7 years",4,"Male married/widowed",1,4,1,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,9,4,"Education",1244,5,"Over 7 years",4,"Male single",1,4,2,"Forties",3,"For free",2,"Unskilled",1,1,1
1,4,6,2,"New Car",3518,1,"Less than 4 year",2,"Male married/widowed",3,3,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,36,0,"Repairs",2613,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,1,48,2,"Education",7476,1,"Less than 7 year",4,"Male married/widowed",1,1,4,"Fifties",3,"Own",1,"Highly qualified employee",1,2,1
0,4,24,2,"Business",4591,4,"Less than 4 year",2,"Male married/widowed",1,3,2,"Fifties",3,"Rent",3,"Highly qualified employee",1,2,1
0,2,18,2,"Furniture Or Equipment",1924,5,"Less than 1 year",4,"Male single",1,3,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
0,2,72,2,"Radio or Television",5595,2,"Less than 4 year",2,"Female",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,48,3,"Education",6224,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Fifties",3,"Own",1,"Skilled employee",1,1,1
1,3,15,2,"Education",1905,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",3,"For free",1,"Highly qualified employee",1,2,1
1,4,21,3,"Used Car",2993,1,"Less than 4 year",3,"Male married/widowed",1,2,1,"Twenties",2,"Rent",2,"Unskilled",1,1,1
1,4,36,3,"Used Car",8947,5,"Less than 7 year",3,"Male married/widowed",1,2,3,"Thirties",2,"Rent",1,"Highly qualified employee",2,2,1
1,1,24,2,"Furniture Or Equipment",4020,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Twenties",2,"Rent",1,"Skilled employee",1,1,1
1,2,18,2,"Used Car",2779,1,"Less than 4 year",1,"Female",1,3,3,"Twenties",3,"For free",1,"Skilled employee",1,2,1
1,4,21,2,"New Car",2782,3,"Less than 7 year",1,"Male single",1,2,3,"Thirties",1,"Rent",1,"Highly qualified employee",1,1,1
1,4,12,2,"New Car",1884,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,36,4,"Used Car",11054,5,"Less than 4 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,2,60,3,"Radio or Television",9157,5,"Less than 4 year",2,"Male married/widowed",1,2,4,"Twenties",3,"Own",1,"Highly qualified employee",1,1,1
1,2,42,1,"Used Car",9283,1,"Unemployed",1,"Male married/widowed",1,2,4,"Fifties",1,"Own",1,"Highly qualified employee",1,2,1
1,4,60,2,"New Car",6527,5,"Less than 4 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",2,2,1
1,4,15,4,"Used Car",3368,4,"Over 7 years",3,"Male married/widowed",1,4,4,"Twenties",3,"For free",2,"Skilled employee",1,2,1
1,1,15,2,"New Car",2511,1,"Unemployed",1,"Male single",1,4,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,1,36,2,"Used Car",5493,1,"Over 7 years",2,"Male married/widowed",1,4,4,"Forties",3,"Own",1,"Skilled employee",2,1,1
1,4,6,2,"Domestic Appliances",1338,3,"Less than 4 year",1,"Male Divorced",1,4,1,"Sixties",3,"Rent",1,"Skilled employee",1,1,1
1,2,9,2,"Radio or Television",1082,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",2,"Unskilled",1,1,1
1,4,18,4,"Radio or Television",1149,4,"Less than 4 year",4,"Male married/widowed",1,3,1,"Forties",3,"Rent",2,"Skilled employee",1,1,1
1,2,15,2,"Repairs",1308,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",2,"Unskilled",1,1,1
1,2,20,0,"Used Car",6148,2,"Over 7 years",3,"Female",1,4,3,"Thirties",1,"Rent",2,"Skilled employee",1,2,1
1,4,12,2,"Furniture Or Equipment",1736,1,"Less than 7 year",3,"Male single",1,4,1,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,4,12,2,"Radio or Television",3059,4,"Less than 7 year",2,"Male Divorced",1,4,1,"Sixties",3,"Rent",1,"Unskilled",1,1,1
0,1,24,2,"Furniture Or Equipment",2996,5,"Less than 4 year",2,"Female",1,4,3,"under 20",3,"Rent",1,"Skilled employee",1,1,1
1,4,30,4,"Used Car",7596,5,"Over 7 years",1,"Male married/widowed",1,4,3,"Sixties",3,"Rent",2,"Skilled employee",1,1,1
1,4,30,2,"Used Car",4811,5,"Less than 7 year",2,"Male single",1,4,2,"Twenties",2,"For free",1,"Unskilled",1,1,1
1,4,6,2,"Furniture Or Equipment",1766,1,"Less than 4 year",1,"Female",1,2,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,2,24,2,"Used Car",2760,5,"Over 7 years",4,"Male married/widowed",1,4,4,"Thirties",1,"Own",1,"Skilled employee",1,2,1
1,4,24,4,"Repairs",5507,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Forties",3,"Own",2,"Skilled employee",1,1,1
1,2,9,2,"Education",1199,1,"Less than 7 year",4,"Male single",1,4,2,"Sixties",3,"Rent",2,"Highly qualified employee",1,2,1
1,3,24,2,"Furniture Or Equipment",2892,1,"Over 7 years",3,"Male Divorced",1,4,4,"Fifties",3,"Own",1,"Skilled employee",1,1,1
1,2,36,3,"New Car",2862,2,"Over 7 years",4,"Male married/widowed",1,3,4,"Thirties",3,"Own",1,"Skilled employee",1,1,1
0,1,9,2,"New Car",654,1,"Less than 4 year",4,"Male married/widowed",1,3,3,"Twenties",3,"Rent",1,"Unskilled",1,1,1
0,2,9,4,"Education",1136,4,"Over 7 years",4,"Male married/widowed",1,3,4,"Thirties",3,"Own",2,"Skilled employee",2,1,1
0,2,24,2,"Used Car",4113,3,"Less than 1 year",3,"Male single",1,4,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
